Action id,"
Municipality/Region name ",Province,"Policy lever (voluntary, price, investments, mandating) (i.e., mode of governance)","Strategy
(Managable Coding)","Action
(Managable Coding)","Internal funding secured (i.e., funding from local gov budget) - Yes/No","External funding secured (e.g., from private sector, provincial/ferderal govt, etc.) - Yes/No","Project stage (e.g., planned, underway, ongoing, complete, not indicated)"
ID-Grey County-024,Grey County,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Grey County-025,Grey County,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve building operations and preventative maintenance,No,No,Not indicated
ID-Grey County-026,Grey County,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,,No,No,Not indicated
ID-Grey County-027,Grey County,Ontario,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Not indicated
ID-Grey County-028,Grey County,Ontario,Price signals,Subsidize Capacity Building,Support efforts to train professionals in the building industry,No,No,Not indicated
ID-Grey County-029,Grey County,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Promote voluntary “stretch” building energy conservation codes, green-building principles, and retrofits by providing information, technical assistance, resources, and/or facilitating partnerships",No,No,Not indicated
ID-Grey County-030,Grey County,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Conduct deep retrofitting and/or installation of on-site renewable energy supply,No,No,Not indicated
ID-Guelph-001,Guelph,Ontario,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Planned
ID-Halifax-001,Halifax,Nova Scotia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",Yes,No,Underway
ID-Halifax-002,Halifax,Nova Scotia,,,,Yes,No,Underway
ID-Halifax-003,Halifax,Nova Scotia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Underway
ID-Halifax-004,Halifax,Nova Scotia,Public investment,Expand capacity of efficient heating and cooling\Invest in Technology Development and Deployment,Develop and expand low- to no-carbon district heating and cooling systems ,Yes,No,Planned
ID-Halifax-005,Halifax,Nova Scotia,Public investment,,,Yes,No,Underway
ID-Halton Hills-001,Halton Hills,Ontario,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Ongoing
ID-Halton Hills-002,Halton Hills,Ontario,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,No,No,Ongoing
ID-Halton Hills-003,Halton Hills,Ontario,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Ongoing
ID-Halton Hills-004,Halton Hills,Ontario,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Underway
ID-Halton Hills-005,Halton Hills,Ontario,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,Yes,No,Underway
ID-Halton Hills-006,Halton Hills,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Support best practice information sharing among, for example, building owners, industry, and other stakeholders. ",Yes,No,Underway
ID-Halton Hills-007,Halton Hills,Ontario,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Underway
ID-Halton Hills-008,Halton Hills,Ontario,Voluntary action,Encourage Improved Energy Efficiency Performance of Existing Buildings,"Support best practice information sharing among, for example, building owners, industry, and other stakeholders. ",Yes,No,Underway
ID-Halton Hills-009,Halton Hills,Ontario,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,Yes,No,Underway
ID-Halton Hills-010,Halton Hills,Ontario,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Underway
ID-Hamilton-001,Hamilton,Ontario,Mandates,,,No,No,Planned
ID-Kamloops-001,Kamloops,British Columbia,Price signals,Subsidize Capacity Building,Support efforts to train professionals in the building industry,No,Yes,Ongoing
ID-Kamloops-002,Kamloops,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Ongoing
ID-Kamloops-003,Kamloops,British Columbia,Public investment,Model the Behavior Invest in Energy Efficiency Improvements or Retrofitting of Government Buildings,Improve energy efficiency of public/government-owned buildings or housing,Yes,No,Ongoing
ID-Kamloops-004,Kamloops,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Ongoing
ID-Kamloops-005,Kamloops,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Ongoing
ID-Kamloops-006,Kamloops,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Ongoing
ID-Kamloops-007,Kamloops,British Columbia,Mandates,,,No,No,Ongoing
ID-Kamloops-008,Kamloops,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Ongoing
ID-Kamloops-009,Kamloops,British Columbia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Ongoing
ID-Kamloops-010,Kamloops,British Columbia,Price signals,Subsidize Capacity Building,Support efforts to train professionals in the building industry,No,Yes,Ongoing
ID-Kamloops-011,Kamloops,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Ongoing
ID-Kamloops-012,Kamloops,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Ongoing
ID-Kamloops-013,Kamloops,British Columbia,Mandates,Mandate No- to Low Carbon Standards for New Construction,"Adopt/phase-in building and energy conservation codes based on carbon neutral, zero net energy, Passive House, Living Buildings, and other cost-effective high-efficiency approaches",No,No,Underway
ID-Kamloops-014,Kamloops,British Columbia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Work with utilities to improve customer access to energy use data ,No,No,Underway
ID-Kamloops-015,Kamloops,British Columbia,,,,No,No,Underway
ID-Kamloops-016,Kamloops,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Underway
ID-Kelowna-001,Kelowna,British Columbia,Voluntary action,Promote Energy Conservation Behaviors by Building Occupants/Tenants,Conduct public education programs and campaigns that promote energy-saving measures ,No,No,Ongoing
ID-Kelowna-002,Kelowna,British Columbia,,,,No,No,Ongoing
ID-Kelowna-003,Kelowna,British Columbia,Price signals,Increase Access to Financing,Advocate for and/or improve access to specialized financing to pay for efficiency improvements,No,No,Ongoing
ID-Kelowna-004,Kelowna,British Columbia,Mandates,Mandate Performance Improvement of Existing Buildings,"Require “deep” retrofitting of buildings at designated intervention points: time of sale/purchase, financing, major renovation of building or space, and rebuilding",No,No,Planned
